;sentence1_DE;sentence2_DE;gold_label;sentence1;sentence2
3309;Als Geldwäsche bezeichnet man die Einschleusung illegal erworbener Vermögenswerte in den legalen Finanz- und Wirtschaftskreislauf.;Unter Geldwäsche versteht man die Einbringung rechtswidrig erworbenen Geldes oder rechtswidrig erworbener Vermögenswerte in den legalen Finanz- und Wirtschaftskreislauf.;inconsistent;Money laundering is the smuggling of illegally acquired assets into the legal financial and economic cycle.;Money laundering is the introduction of illegally acquired money or illegally acquired assets into the legal financial and economic cycle.
3310;Im Zuge dieser Audits wird vom Lieferanten erwartet – nach vorheriger Ankündigung des Termins – allen entsprechenden Beauftragten der Mustermann AG und deren Kunden Zutritt zu Ihren Produktionsstandorten zu gewähren, bei Bedarf auch zu Ihren Unterlieferanten.;Im Zuge dieser Audits wird vom Lieferanten erwartet – nach vorheriger Ankündigung des Termins – allen Beauftragten von Mustermann AG und deren Kunden Zutritt zu Ihren Produktionsstandorten zu gewähren, bei Bedarf auch zu Ihren Unterlieferanten.;neutral;In the course of these audits, the supplier is expected - after prior notification of the date - to grant all relevant representatives of Mustermann AG and its customers access to your production sites, if necessary also to your sub-suppliers.;In the course of these audits, the supplier is expected - after prior notification of the date - to grant all authorized representatives of Mustermann AG and its customers access to your production sites, if necessary also to your sub-suppliers.
3311;Das Einrichten und die Abgrenzung einer Baustelle sind vor Aufnahme der Arbeiten mit dem Auftragsverantwortlichen des Auftraggebers bzw. Koordinator abzustimmen.;Das Einrichten und die Abgrenzung einer Baustelle ist vor Aufnahme der Arbeiten mit dem / die Mustermann AG Koordinator / -in abzustimmen (dies gilt auch für Bauunterkünfte, Baucontainer, Bauwagen o. ä.).;neutral;The setting up and demarcation of a construction site must be agreed with the person responsible for the order at the client or coordinator before work begins.;The setting up and demarcation of a construction site must be agreed with the Mustermann AG coordinator before work begins (this also applies to construction accommodation, construction containers, construction trailers or similar).
3312;Nach Beendigung des Besuches ist das Betriebsgelände auf dem kürzesten Weg und ohne Verzug zu verlassen.;Nach Auftragserledigung ist das Betriebsgelände auf dem kürzesten Weg ohne Verzug zu verlassen.;different context;At the end of the visit, the company premises must be left by the shortest route and without delay.;After completion of the order, the company premises must be left by the shortest route without delay.
3313;Unter Brandschadensanierung werden alle Maßnahmen und Tätigkeiten verstanden, die zur Beseitigung der brandbedingten Belastungen im kontaminierten Bereich erforderlich sind.;Der Begriff Brandschadensanierung umfasst alle Maßnahmen und Tätigkeiten auf kalten Brandstellen.;inconsistent;Fire damage restoration refers to all measures and activities required to eliminate fire-related contamination in the contaminated area.;The term fire damage restoration covers all measures and activities on cold fire sites.
3314;Bei Arbeiten in der Nähe von Hochspannungsleitungen ist die Hub- und Drehbewegung so zu begrenzen, dass der Sicherheitsabstand nicht unterschritten wird.;Für Arbeiten in der Nähe von Hochspannungsleitungen ist die Hub- und Drehbewegung so zu begrenzen, dass der Sicherheitsabstand gemäß VDE 0105 - 100 nicht unterschritten wird.;inconsistent;When working in the vicinity of high-voltage power lines, the lifting and turning movement must be limited so that the safety distance is not undercut.;When working in the vicinity of high-voltage power lines, the lifting and rotating movement must be limited so that the safety distance in accordance with VDE 0105 - 100 is maintained.
3315;Der Auftragnehmer muss vor der Durchführung von Arbeitsaufträgen mit gesundheitsgefährdenden Einwirkungen oder gefährlichen Tätigkeiten den Nachweis erbringen, dass der Gesundheitszustand seines Personals durch arbeitsmedizinische Vorsorgeuntersuchungen überwacht wird.;Der Auftragnehmer hat dafür Sorge zu tragen, dass der Gesundheitszustand seines Personals durch arbeitsmedizinische Vorsorgemaßnahmen überwacht wird, wenn während der Arbeitsdurchführung mit gesundheitsgefährdenden Stoffen oder Einwirkungen zu rechnen ist.;inconsistent;The contractor must provide proof that the state of health of its personnel is monitored by occupational health checks before carrying out work orders with health-endangering effects or hazardous activities.;The Contractor shall ensure that the health of its personnel is monitored by occupational health precautions if substances or effects hazardous to health are to be expected during the performance of the work.
3316;Eine Verarbeitung personenbezogener Daten auf grund eines berechtigten Interesses darf nicht erfolgen, wenn es im Einzelfall einen Anhaltspunkt dafür gibt, dass schutzwürdige Interessen des Betroffenen das Interesse an der Verarbeitung überwiegen.;Eine Verarbeitung personenbezogener Daten aufgrund eines berechtigten Interesses darf nicht erfolgen, wenn es im Einzelfall einen Anhaltspunkt dafür gibt, dass schutzwürdige Interessen des Betroffenen das Interesse an der Verarbeitung überwiegen.;neutral;Personal data may not be processed on the basis of a legitimate interest if there is an indication in the individual case that the interests of the data subject worthy of protection outweigh the interest in processing.;Personal data may not be processed on the basis of a legitimate interest if, in individual cases, there are indications that the interests of the data subject that are worthy of protection outweigh the interest in processing.
3317;Der Lieferant verpflichtet sich, die Rückverfolgbarkeit der von ihm gelieferten Produkte entsprechend einer Risikoabschätzung sicherzustellen.;Der Lieferant verpflichtet sich, die Rückverfolgbarkeit der von ihm gelieferten Materialien oder Produkte entsprechend einer Risikoabschätzung sicherzustellen.;inconsistent;The supplier undertakes to ensure the traceability of the products supplied by him in accordance with a risk assessment.;The supplier undertakes to ensure the traceability of the materials or products supplied by him in accordance with a risk assessment.
3318;Das Rauchen ist grundsätzlich auf dem gesamten Werksgelände verboten.;Im Freien ist am Werksgelände das Rauchen nur an den dafür ausgewiesenen Stellen gestattet.;contradiction;Smoking is generally prohibited on the entire factory premises.;Smoking is only permitted outdoors on the factory premises in the designated areas.
3319;Die Partner werden betroffene Mitarbeiter und Zulieferer ebenfalls zur Geheimhaltung verpflichten, sofern dies nicht schon in arbeitsvertraglichen Regelungen geschehen ist.;Die Partner werden betroffene Mitarbeiter und Zulieferer ebenfalls zur Geheimhaltung verpflichten.;inconsistent;The partners will also oblige affected employees and suppliers to maintain confidentiality if this has not already been done in employment contracts.;The partners will also oblige affected employees and suppliers to maintain confidentiality.
3320;Bei Feststellungen wurde ein Risiko hinsichtlich der Qualität von Kaufteilen der Mustermann AG identifiziert, der Lieferant wird aufgefordert, Abstellmaßnahmen und gegebenenfalls Sofortmaßnahmen einzuleiten und deren Umsetzung und Wirksamkeit der Mustermann AG  KG zur Kenntnis zu geben.;Bei Abweichungen / Nebenabweichungen wurde ein Risiko hinsichtlich der Qualität von Kaufteilen der Mustermann AG identifiziert, der Lieferant wird aufgefordert, Abstellmaßnahmen und gegebenenfalls Sofortmaßnahmen einzuleiten und deren Umsetzung und Wirksamkeit der Mustermann AG zur Kenntnis zu geben.;different context;A risk with regard to the quality of purchased parts of Mustermann AG was identified, the supplier is requested to initiate corrective measures and, if necessary, immediate measures and to inform Mustermann AG KG of their implementation and effectiveness.;In the event of deviations / minor deviations, a risk has been identified with regard to the quality of purchased parts of Mustermann AG, the supplier is requested to initiate corrective measures and, if necessary, immediate measures and to inform Mustermann AG of their implementation and effectiveness.
3321;Der Lieferung und den Begleitpapieren (Lieferschein) müssen jeweils deutlich Anzahl, Typ und Abmessung der gelieferten Anbohrarmaturen zu entnehmen sein.;Der Lieferung und den Begleitpapieren (Lieferschein) müssen jeweils deutlich Anzahl, Typ und Abmessung der gelieferten Schieber zu entnehmen sein.;different context;The delivery and the accompanying documents (delivery bill) must clearly state the number, type and dimensions of the tapping fittings supplied.;The delivery and the accompanying documents (delivery bill) must clearly state the number, type and dimensions of the sliders supplied.
3322;Für die betriebssichere Verladung ist der Frachtführer verantwortlich, da er darauf zu achten hat, dass das zu beladende Fahrzeug allen Anforderungen des Straßenverkehrs (StVO, StVG) jederzeit genügt.;Frachtführer müssen ein geeignetes Fahrzeug stellen und sind für die betriebssichere Verladung verantwortlich.;neutral;The carrier is responsible for safe loading, as he must ensure that the vehicle to be loaded meets all road traffic requirements (StVO, StVG) at all times.;Carriers must provide a suitable vehicle and are responsible for safe loading.
3323;Begründen die Anhaltspunkte auch den Verdacht einer Dienstpflichtverletzung, veranlasst die / der Dienstvorgesetzte die erforderlichen disziplinar- und arbeitsrechtlichen Maßnahmen.;Begründen die Anhaltspunkte auch den Verdacht einer Dienstpflichtverletzung, veranlasst die oder der Dienstvorgesetzte die erforderlichen disziplinar- und arbeitsrechtlichen Maßnahmen.;neutral;If the indications also give rise to the suspicion of a breach of official duty, the superior shall initiate the necessary disciplinary and labor law measures.;If the evidence also gives rise to the suspicion of a breach of official duty, the superior shall initiate the necessary disciplinary and labor law measures.
3324;Spenden haben sich im Rahmen der Rechtsordnung zu bewegen und werden von der Unternehmensleitung oder den im Unternehmen dafür zuständigen Stellen geregelt.;Spenden haben sich im Rahmen der Rechtsordnung zu bewegen und werden ausschließlich von der Geschäftsführung geregelt.;contradiction;Donations must be made within the framework of the legal system and are regulated by the company management or the responsible departments within the company.;Donations must be made within the framework of the legal system and are regulated exclusively by the management.
3325;Salvatorische Klausel / Saving clause: Sollten einzelne Bestimmungen dieses Handbuchs ganz oder teilweise rechtsunwirksam oder nicht durchführbar sein oder ihre Rechtswirksamkeit oder Durchführbarkeit später verlieren, bleibt die Gültigkeit der übrigen Bestimmungen unberührt.;Sollten eine oder mehrere Bestimmungen dieses Handbuchs ganz oder teilweise nicht rechtswirksam oder nicht durchführbar sein oder ihre Rechtswirksamkeit oder Durchführbarkeit später verlieren, wird hierdurch die Gültigkeit der übrigen Bestimmungen nicht berührt.;neutral;Saving clause: Should individual provisions of this manual be legally invalid or unenforceable in whole or in part or lose their legal validity or enforceability at a later date, the validity of the remaining provisions shall remain unaffected.;Should one or more provisions of this manual be wholly or partially invalid or unenforceable or subsequently lose their legal validity or enforceability, this shall not affect the validity of the remaining provisions.
3326;Werkstraßen und Zufahrten sind für die Feuerwehr stets freizuhalten (siehe Kennzeichnung).;Die Werkstraßen und Zufahrten sind für die Feuerwehr stets freizuhalten.;neutral;Plant roads and access roads must always be kept clear for the fire department (see marking).;The plant roads and access roads must be kept clear for the fire department at all times.
3327;Sorgen Sie dafür, dass die Beschäftigten geeignetes – mindestens fersenumschließendes – Schuhwerk verwenden.;Sorgen Sie dafür, dass die Beschäftigten geeignetes, mindestens fersenumschließendes und rutschsicheres Schuhwerk verwenden.;inconsistent;Ensure that employees wear suitable footwear - at least shoes that enclose the heel.;Ensure that employees wear suitable footwear that is at least heel-enclosing and non-slip.
3328;Der Lieferant sorgt dafür, dass die Forderungen dieser Richtlinie auch durch seine Unterlieferanten ebenso erfüllt werden.;Vergibt der Lieferant Aufträge an Unterauftragnehmer, müssen die Forderungen dieser Richtlinie auch durch diese erfüllt werden.;neutral;The supplier shall ensure that the requirements of this guideline are also fulfilled by its subcontractors.;If the supplier awards contracts to subcontractors, the requirements of this guideline must also be fulfilled by them.
3329;In den gekennzeichneten Lärmbereichen, oder bei lärmenden Tätigkeiten, ist Gehörschutz zu tragen.;In gekennzeichneten Lärmbereichen ist zusätzlich Gehörschutz zu tragen.;inconsistent;Hearing protection must be worn in the designated noise areas or during noisy activities.;Hearing protection must also be worn in designated noise areas.
3330;"In das Eingabefeld "" Stopmarke "" geben Sie EUR 170 ein.";"In das Eingabefeld "" Stopmarke "" geben Sie EUR 100 ein.";contradiction;"Enter EUR 170 in the ""Stop mark"" input field.";"Enter EUR 100 in the ""Stop mark"" input field."
3331;Der Koordinator des Auftraggebers ist gegenüber den Beschäftigten des Auftragnehmers in allen Angelegenheiten des Arbeitsschutzes weisungsberechtigt.;Der Koordinator des Auftraggebers ist gegenüber den Beschäftigten des Auftragnehmers in sämtlichen, den Arbeitsschutz betreffenden Angelegenheiten weisungsberechtigt.;neutral;The Client's coordinator is authorized to issue instructions to the Contractor's employees in all matters relating to occupational health and safety.;The client's coordinator is authorized to issue instructions to the contractor's employees in all matters relating to occupational health and safety.
3332;Für uns entstandenen Mehraufwand im Verwaltungsbereich erheben wir eine Kostenpauschale von 100,00 Euro pro Lieferung.;Für uns entstandenen Mehraufwand im Verwaltungsbereich behalten wir uns vor, pauschal pro Lieferung mindestens 100. - EUR zu belasten.;inconsistent;We charge a flat-rate fee of EUR 100.00 per delivery for any additional administrative costs incurred by us.;We reserve the right to charge a lump sum of at least EUR 100 per delivery for any additional administrative expenses incurred by us.
3333;Die Mustermann AG behält sich das Recht vor, eine neue Serienfreigabe zu erteilen (siehe Punkt 7.5).;Die Mustermann AG behält sich das Recht vor eine neue Serienfreigabe zu erteilen.;neutral;Mustermann AG reserves the right to issue a new series release (see point 7.5).;Mustermann AG reserves the right to issue a new series release.
3334;Die Lagerung und der Einsatz von Gefahrstoffen ist bei der Sicherheitsfachkraft vorher anzuzeigen (Sicherheitsdatenblatt).;Die Lagerung und der Einsatz von Gefahrstoffen ist dem Koordinator vorher anzuzeigen (Sicherheitsdatenblatt).;inconsistent;The storage and use of hazardous substances must be reported to the safety officer in advance (safety data sheet).;The coordinator must be notified in advance of the storage and use of hazardous substances (safety data sheet).
3335;Weiter steht Mustermann AG das Recht zu, einzelne oder sämtliche Vertragsbeziehungen mit Lieferanten, die den Mustermann AG Lieferanten Code of Conduct nachweislich nicht erfüllen oder die keine Verbesserungsmaßnahmen anstreben und umsetzen, nachdem ihnen hierzu von Mustermann AG eine angemessene Frist gesetzt wurde, außerordentlich fristlos zu kündigen.;Weiter steht der Mustermann AG das Recht zu, einzelne oder sämtliche Vertragsbeziehungen mit Lieferanten, die die Lieferantenrichtlinien nachweislich nicht erfüllen oder die keine Verbesserungsmaßnahmen anstreben und umsetzen, nachdem ihnen hierzu von VS eine angemessene Frist gesetzt wurde, außerordentlich fristlos zu kündigen.;different context;Furthermore, Mustermann AG has the right to terminate without notice individual or all contractual relationships with suppliers who demonstrably fail to comply with the Mustermann AG Supplier Code of Conduct or who do not strive for and implement improvement measures after Mustermann AG has set them a reasonable deadline to do so.;Furthermore, Mustermann AG has the right to terminate without notice individual or all contractual relationships with suppliers who demonstrably do not fulfill the supplier guidelines or who do not strive for and implement improvement measures after VS has set them a reasonable deadline to do so.
3336;Der Auftragnehmer ist verantwortlich für die sicherheitsgerechte Ausrüstung und den sicheren Betrieb sämtlicher bei der Durchführung der Arbeiten notwendigen Maschinen, Geräte, Apparate, Werkzeuge und Anlagen.;Der Auftragnehmer ist verantwortlich für die sicherheitsgerechte Ausrüstung, den sicheren Betrieb sowie die regelmäßige Überprüfung entsprechend den gesetzlichen Vorgaben (BetrSichV, Unfallverhütungsvorschriften, TÜV Berichte) sämtlicher bei der Durchführung der Arbeiten notwendigen Maschinen, Fahrzeuge, Hebezeuge, Geräte, Apparate, Werkzeuge und Anlagen.;inconsistent;The Contractor is responsible for the safe equipment and safe operation of all machines, devices, apparatus, tools and systems required to carry out the work.;The contractor is responsible for the safety-compliant equipment, safe operation and regular inspection in accordance with the statutory requirements (BetrSichV, accident prevention regulations, TÜV reports) of all machines, vehicles, lifting equipment, devices, apparatus, tools and systems required to carry out the work.
3337;Personenbezogene Daten dürfen ausschließlich für festgelegte, eindeutige und legitime Zwecke verarbeitet werden und dürfen nicht in einer mit diesen Zwecken nicht zu vereinbarenden Weise weiterverarbeitet werden.;Personenbezogene Daten dürfen nur für festgelegte, eindeutige und legitime Zwecke erhoben werden und dürfen nicht in einer mit diesen Zwecken nicht zu vereinbarenden Weise weiterverarbeitet werden.;neutral;Personal data may only be processed for specified, explicit and legitimate purposes and may not be further processed in a manner incompatible with those purposes.;Personal data may only be collected for specified, explicit and legitimate purposes and may not be further processed in a manner incompatible with those purposes.
3338;Der Lieferant ist für den Einsatz wirksamer Systeme zur Überwachung der Prozess- und Produktqualität verantwortlich und muss eine langfristige Bewertung der Fertigungsprozesse durchführen.;Der Lieferant ist für den Einsatz wirksamer Systeme zur Überwachung der Prozess- und Produktqualität verantwortlich und hat stabile, prozessfähige und beherrschbare Bedingungen für die Serienfertigung sicherzustellen.;inconsistent;The supplier is responsible for the use of effective systems to monitor process and product quality and must carry out a long-term assessment of the manufacturing processes.;The supplier is responsible for the use of effective systems to monitor process and product quality and must ensure stable, process-capable and controllable conditions for series production.
3339;Sämtliche Personenbezeichnungen gelten gleichermaßen für beiderlei Geschlecht.;Sämtliche Personenbezeichnungen gelten gleichermaßen für alle Geschlechter.;neutral;All personal designations apply equally to both genders.;All personal designations apply equally to all genders.
3340;Leitern, Gerüste und Hubarbeitsbühnen müssen den geltenden Vorschriften und Normen entsprechend beschaffen sein und dürfen nur bestimmungsgemäß verwendet werden.;Leitern, Gerüste und Hubarbeitsbühnen müssen den geltenden Vorschriften und Normen entsprechend beschaffen und geprüft sein und dürfen nur bestimmungsgemäß verwendet werden.;inconsistent;Ladders, scaffolding and aerial work platforms must comply with the applicable regulations and standards and may only be used for their intended purpose.;Ladders, scaffolding and aerial work platforms must be designed and tested in accordance with the applicable regulations and standards and may only be used for their intended purpose.
3341;Regeln sind im Betriebsstellenbuch bekann zu geben.;Die Regeln sind im Betriebsstellenbuch bekanntzugeben.;neutral;Rules are to be announced in the operating site book.;The rules are to be announced in the operating site book.
3342;Die Vorlage der Dokumente, Aufzeichnungen und Erstmusterteile beim Kunden darf nur erfolgen, wenn alle Spezifikationen erfüllt wurden.;Die Vorlage der Dokumente, Aufzeichnungen und Erstmusterteile darf nur erfolgen, wenn alle Spezifikationen erfüllt wurden.;neutral;Documents, records and initial sample parts may only be submitted to the customer if all specifications have been met.;Documents, records and initial sample parts may only be submitted if all specifications have been met.
3343;Die entstandenen Kosten trägt der Lieferant.;Die entstandenen Kosten trägt der Lieferant (siehe Punkt 5.6).;neutral;The costs incurred shall be borne by the supplier.;The costs incurred shall be borne by the supplier (see point 5.6).
3344;Die Aktivitäten müssen so ausgerichtet sein, dass die Produktionsprozess- und Produktfreigabe (PPF / PPAP) der Kaufteile vor der Produktionsprozess- und Produktfreigabe des Gesamtprodukts abgeschlossen ist.;Die Aktivitäten müssen so ausgerichtet sein, dass die Produktionsprozess- und Produktfreigabe der Kaufteile vor der Produktionsprozess- und Produktfreigabe (PPF / PPAP) des Gesamtprodukts abgeschlossen ist.;neutral;The activities must be aligned so that the production process and product approval (PPF / PPAP) of the purchased parts is completed before the production process and product approval of the overall product.;The activities must be aligned so that the production process and product release of the purchased parts is completed before the production process and product release (PPF / PPAP) of the overall product.
3345;Ein Interessenkonflikt kann entstehen, wenn die Zahlung oder der Erhalt eines Anreizes die Mustermann AG veranlassen würde, in anderer Weise als im wohlverstandenen Interesse ihres Kunden zu handeln.;Ein Anreiz könnte zu einem Interessenkonflikt führen, wenn die Zahlung oder der Erhalt des Anreizes die Mustermann AG von ihrer Verpflichtung abbringen würde, den besten Interessen des Kunden zu dienen.;neutral;A conflict of interest may arise if the payment or receipt of an incentive would cause Mustermann AG to act in a manner other than in the best interests of its client.;An incentive could create a conflict of interest if the payment or receipt of the incentive would cause Mustermann AG to deviate from its obligation to serve the best interests of the client.
3346;Das Audit kann als Prozess- oder Produktaudit durchgeführt werden und ist rechtzeitig vor geplanter Durchführung zu vereinbaren.;Das Audit kann als System-, Prozess- oder Produktaudit durchgeführt werden.;inconsistent;The audit can be carried out as a process or product audit and must be agreed in good time before the planned implementation.;The audit can be carried out as a system, process or product audit.
3347;Die Fremdfirma setzt nur qualifizierte Mitarbeiter für gefährliche Arbeiten ein.;Die Fremdfirma hat sich nur in den Betriebsteilen aufzuhalten, in denen die vereinbarten Arbeiten zu verrichten sind.;different context;The external company only uses qualified employees for hazardous work.;The external company shall only be present in those parts of the company where the agreed work is to be carried out.
3348;Die Regeln sind im Betriebsstellenbuch zu geben.;Die Regeln müssen in das Betriebsstellenbuch aufgenommen werden.;neutral;The rules are to be entered in the operating site book.;The rules must be included in the operating site book.
3349;Der Lieferant ist darüber hinaus verpflichtet, in seinen technischen Unterlagen, Zeichnungen und sonstigen Dokumentationen, welche Mustermann AG zur Verfügung gestellt werden, die Kennzeichnungen von Mustermann AG zu verwenden.;Der Partner ist darüber hinaus verpflichtet, in seinen technischen Unterlagen, Zeichnungen und sonstigen Dokumentationen, welche Mustermann AG zur Verfügung gestellt werden, die Kennzeichnungen von Mustermann AG zu verwenden.;different context;Furthermore, the supplier is obliged to use the markings of Mustermann AG in its technical documents, drawings and other documentation which are made available to Mustermann AG.;Furthermore, the partner is obliged to use the markings of Mustermann AG in its technical documents, drawings and other documentation provided to Mustermann AG.
3350;Für Aufwendungen, bei denen sich Geschäftliches und Privates so vermischen, dass eine genaue Trennung schwierig ist, sollten die Kosten - insbesondere auch bei Geschenken oder Bewirtungen - privat übernommen werden.;Für Aufwendungen, bei denen sich Geschäftliches und Privates so vermischen, dass eine genaue Trennung schwierig ist, müssen die Kosten privat übernommen werden.;neutral;For expenses where business and private matters are so intermingled that it is difficult to make a clear distinction, the costs should be borne privately - especially in the case of gifts or hospitality.;For expenses where business and private matters are so intermingled that it is difficult to make a clear distinction, the costs must be borne privately.
3351;Die Anmeldung von Wochenendarbeiten auf der Werft durch die Partnerfirma erfolgt durch das Formular Arbeitszeitvoranmeldung Partnerfirmen gemäß Kapitel 7 Mitgeltende Unterlagen.;Die Anmeldung von Wochenendarbeiten auf der Werft durch die Partnerfirma erfolgt durch das Formular Arbeitszeitvoranmeldung Partnerfirmen gemäß Kapitel 9 Mitgeltende Unterlagen.;inconsistent;The registration of weekend work at the shipyard by the partner company is carried out using the partner company working time pre-registration form in accordance with chapter 7 Other applicable documents.;The registration of weekend work at the shipyard by the partner company is carried out using the partner company working time pre-registration form in accordance with chapter 9 Other applicable documents.
3352;Personenbezogene Daten müssen auf rechtmäßige Weise erhoben und verarbeitet werden.;Personenbezogene Daten müssen auf rechtmäßige Weise und fair erhoben und verarbeitet werden.;inconsistent;Personal data must be collected and processed in a lawful manner.;Personal data must be collected and processed lawfully and fairly.
3353;Erstmuster sind unter Serienbedingungen zu fertigende und zu prüfende Produkte.;Vor Aufnahme der Serienlieferung von zeichnungsgebundenen Produkten sind Erstmuster unter Serienbedingungen zu qualifizieren.;different context;Initial samples are products to be manufactured and tested under series production conditions.;Initial samples must be qualified under series conditions before the start of series delivery of products based on drawings.
3354;Der Lieferant hat die Ware unter Berücksichtigung der mit unserem Spediteur abzustimmenden Zeit für Verladung und Versand rechtzeitig bereit zu stellen.;Der Lieferant hat die Sendung / Lieferung beim Spediteur / Frachtführer rechtzeitig und verbindlich anzumelden, so dass die Abholung zum vereinbarten Liefertermin vollzogen werden kann.;different context;The supplier shall make the goods available in good time, taking into account the time for loading and dispatch to be agreed with our forwarding agent.;The supplier must notify the forwarder/carrier of the shipment/delivery in good time and with binding effect so that collection can be carried out on the agreed delivery date.
3355;In bestimmten Produktionsbereichen ist der Verzehr von Lebensmitteln (Essen und Trinken) verboten.;Essen und Trinken: In allen Produktionsbereichen ist der Verzehr von Lebensmitteln (Essen und Trinken) verboten.;contradiction;The consumption of food (eating and drinking) is prohibited in certain production areas.;Food and drink: The consumption of food (eating and drinking) is prohibited in all production areas.
3356;Der Auftragnehmer hat alle Beinaheunfälle, Unfälle (einschließlich Verbandbucheinträge) oder Schäden, die während der Arbeiten auf dem Werksgelände von Mustermann AG auftreten, unverzüglich dem zuständigen Mustermann AG Koordinator unter Angabe des Verlaufs der Ereignisse zu melden.;Der Auftragnehmer muss alle Beinaheunfälle, Unfälle (einschl. Verbandbucheinträge) oder Schäden, die während der Arbeiten auf dem Werksgelände der Mustermann AG auftreten, unverzüglich dem zuständigen Mustermann AG Koordinator unter Angabe des Verlaufs der Ereignisse melden.;neutral;The Contractor must immediately report all near misses, accidents (including first aid book entries) or damage that occur during work on the Mustermann AG factory premises to the responsible Mustermann AG coordinator, stating the course of events.;The contractor must immediately report all near misses, accidents (including entries in the first aid log), or damage that occur during work on the Mustermann AG premises to the responsible Mustermann AG coordinator, providing details of the course of events.
3357;Löcher am Rahmenlängsträger resultieren aus dem Produktionsprozess und sind nicht für Aufbauarbeiten geeignet.;"Löcher am Rahmenlängsträger resultieren aus dem Produktionsprozess und sind nicht zur Befestigung von An-, Auf-, Ein- und Umbauten geeignet; andernfalls kann es zu Schäden am Rahmen kommen.";inconsistent;Holes on the frame side member are the result of the production process and are not suitable for bodywork.;"Holes on the frame longitudinal member are a result of the production process and are not suitable for attaching attachments, extensions, installations or conversions; otherwise the frame may be damaged."
3358;Im Falle eines Unfallschadens, bei dem die merkantile Wertminderung an die Mustermann AG geleistet wurde, darf kein gesonderter Ausweis und keine Belastung an den Kunden erfolgen.;Im Falle eines Haftpflichtschadens, bei dem die merkantile Wertminderung an die Mustermann AG geleistet wurde, darf kein gesonderter Ausweis und keine Belastung an den Kunden erfolgen.;different context;In the event of accidental damage in which the mercantile reduction in value has been paid to Mustermann AG, no separate statement and no charge may be made to the customer.;In the event of a liability claim in which the mercantile reduction in value was paid to Mustermann AG, no separate statement and no charge may be made to the customer.
3359;Hubarbeitsbühnen dürfen nur von eingewiesenen Personen benutzt werden.;Hubarbeitsbühnen dürfen nur von ausgebildeten und unterwiesenen Personen bedient werden.;contradiction;Aerial work platforms may only be used by trained personnel.;Aerial work platforms may only be operated by trained and instructed persons.
3360;Die Anlieferung muss ggf. in rampen- und heckentladefähigen Fahrzeugen erfolgen.;Die Anlieferung muss in heckentladefähigen Fahrzeugen erfolgen.;contradiction;Deliveries must be made in vehicles suitable for ramp and rear unloading.;Deliveries must be made in rear-unloading vehicles.
3361;Bei der Lagerung, dem Umfüllen, der Verarbeitung und der Entsorgung sind die jeweiligen Gefahrenhinweise (R-Sätze) und Sicherheitsratschläge (S-Sätze) zu beachten.;Bei der Lagerung, dem Umfüllen, der Verarbeitung und der Entsorgung sind die jeweiligen Gefahrenhinweise (R-Sätze) und Sicherheitsratschläge (S-Sätze ), bzw. zukünftig H- und P- Sätze, zu beachten.;inconsistent;During storage, decanting, processing and disposal, the relevant hazard statements (R-phrases) and safety advice (S-phrases) must be observed.;During storage, decanting, processing and disposal, the relevant hazard statements (R-phrases) and safety advice (S-phrases), or in future H- and P-phrases, must be observed.
3362;Jeder Mitarbeiter ist verpflichtet, die kartell- und lauterkeitsrechtlichen Vorschriften zu beachten.;Alle Mitarbeiter sind verpflichtet, die kartellrechtlichen Vorschriften zu beachten.;inconsistent;Every employee is obliged to comply with antitrust and fair trading regulations.;All employees are obliged to comply with antitrust regulations.
3363;Die Kosten für Mehr- und Rücktransporte trägt der Lieferant.;Kosten für Mehr- und Rücktransporte trägt der Lieferant.;neutral;The costs for additional and return transportation shall be borne by the supplier.;Costs for additional and return transportation shall be borne by the supplier.
3364;Der Käufer erwirbt das Eigentum an der Werkzeugausrüstung, selbst wenn der Lieferant für die Werkzeugausrüstung noch nicht bezahlt worden ist.;"Der Käufer wird als Eigentümer der Werkzeugausrüstung nicht von der Verpflichtung befreit, für die Werkzeugausrüstung zu bezahlen; auch hat dies keinen Einfluss auf etwaige Ansprüche des Lieferanten auf Bezahlung im Rahmen eines Produktionswerkzeugauftrags.";different context;The Buyer acquires ownership of the tooling even if the Supplier has not yet been paid for the tooling.;As the owner of the tooling, the Buyer shall not be released from the obligation to pay for the tooling, nor shall this affect any claims of the Supplier for payment under a production tooling order.
3365;Die Sendungen müssen bis spätestens 11:00 Uhr am Anmeldetag beim Dienstleister angemeldet sein.;Sendungen sind rechtzeitig beim Dienstleister anzumelden.;inconsistent;Consignments must be registered with the service provider by 11:00 a.m. on the day of registration at the latest.;Consignments must be registered with the service provider in good time.
3366;Die Fremdfirma hat sich vor Beginn der Arbeiten beim Koordinator zu melden und ihre Anwesenheit auf der Plantafel einzutragen.;Fremdfirmen müssen sich vor Beginn der Arbeiten beim Koordinator melden und ihre Anwesenheit auf der Plantafel eintragen.;neutral;The external company must report to the coordinator before starting work and enter its presence on the planning board.;External companies must report to the coordinator before starting work and enter their presence on the planning board.
