;sentence1;sentence2;gold_label
3558;Der Lieferant wird von der Mustermann AG auch über alle nach Auslieferung erkannten Abweichungen, bei denen keine Bauabweichungsgenehmigung vorliegt, unverzüglich in Kenntnis gesetzt.;Der Lieferant wird die Mustermann AG auch über alle nach Auslieferung erkannten Abweichungen, bei denen keine Bauabweichungsgenehmigung vorliegt, unverzüglich in Kenntnis setzen.;contradiction
3559;Präzise ist eine Information, wenn ihr Eintritt wahrscheinlicher ist, als ihr Nicht-Eintritt und sie spezifisch genug ist, um Rückschlüsse auf mögliche Kursauswirkungen zuzulassen.;Eine Information gilt dann als präzise, wenn ihr Eintritt wahrscheinlicher ist, als ihr Nicht Eintritt und sie spezifisch genug ist, um Rückschlüsse auf mögliche Kursauswirkungen zuzulassen.;neutral
3560;Lieferscheine müssen gemäß Anweisung mittels Lieferscheintasche an der Stirnseite eines Packstücks angebracht werden.;Der Lieferschein ist gut sichtbar mittels einer Lieferscheintasche an der Stirnseite des Packstücks anzubringen.;neutral
3561;"Jede dem Betriebsfrieden, der Ordnung und dem Arbeitszweck abträgliche Betätigung muss innerhalb des Betriebs unterbleiben (siehe ""Mustermann AG Betriebsordnung"").";Jede dem Betriebsfrieden, der Ordnung und dem Arbeitszweck abträgliche Betätigung hat innerhalb des Betriebes zu unterbbleiben.;neutral
3562;In Abschnitt 21 Absatz 1 wurde ergänzt, dass der zutreffende Wert der maßgebenden Neigung nach Modul K23.3465 Abschnitt 11 verwendet werden muss.;Als maßgebende Neigung ist der zutreffende Wert nach Modul K23.3465 Abschnitt 11 zu verwenden.;neutral
3563;Im Falle einer Datenübermittlung an einen Empfänger ausserhalb der Mustermann AG in einem Drittstaat muss dieser ein zu dieser Datenschutzrichtlinie gleichwertiges Datenschutzniveau gewährleisten.;Im Falle einer Datenübermittlung an einen Empfänger außerhalb der Mustermann AG in einem Drittstaat muss dieser ein zu dieser Datenschutzrichtlinie gleichwertiges Datenschutzniveau gewährleisten.;neutral
3564;Der Lieferant wird spätestens vier Wochen vor einem Audit informiert.;Lieferanten müssen das MDB spätestens 4 Wochen nach erfolgter Beauftragung erstmalig zur Verfügung stellen.;not_related
3565;Mitarbeiter unter 18 Jahren dürfen keine gefährlichen Arbeiten ausführen und können unter Berücksichtigung der Ausbildungsanforderungen von Nachtschichten befreit werden.;Mitarbeiter unter 18 Jahren dürfen keine gefährlichen Arbeiten ausführen.;inconsistent
3566;Der Lieferant ist für die Umsetzung der Maßnahmen verantwortlich und muss den entsprechenden Status regelmäßig an die zuständigen Stellen melden.;Der Lieferant ist verantwortlich für die Umsetzung der Maßnahmen und muss über den entsprechenden Status regelmäßig an die zuständigen Stellen berichten.;neutral
3567;Die Mustermann AG prüft nach Eingang eines Bauabweichungsantrages / Sonderfreigabe, ob durch den Fertigungsfehler bzw. der Abweichung von der Sollbeschaffenheit, Qualitätseinbußen zu erwarten sind und ob eine weitere Verwendung eines solchen Produktes möglich ist und gibt, soweit dies nach Einschätzung der Mustermann AG der Fall ist, die Ware durch schriftliche Erklärung gegenüber dem Lieferanten zur Lieferung frei.;Die Mustermann AG prüft nach Eingang eines Abweichungsantrag / Sonderfreigabe, ob durch den Fertigungsfehler bzw. der Abweichung von der Sollbeschaffenheit, Qualitätseinbußen zu erwarten sind und ob eine weitere Verwendung eines solchen Produktes möglich ist und gibt, soweit dies nach Einschätzung der Mustermann AG der Fall ist, die Ware durch schriftliche Erklärung gegenüber dem Lieferanten zur Lieferung frei.;neutral
3568;In Rechnung gestellte Versicherungskosten erkennen wir nicht an.;Uns in Rechnung gestellte Versicherungskosten erkennen wir nicht an.;neutral
3569;Insbesondere bei einer Übermittlung von Daten an Unternehmen außerhalb der Mustermann AG hat das in der Mustermann AG ansässige Unternehmen den Sachverhalt aufzuklären und den Beweis zu erbringen, dass die Stelle, die die Daten empfangen hat, nicht gegen diese Konzernrichtlinie verstoßen hat oder verantwortlich für einen entstandenen Schaden ist.;Insbesondere bei einer Weitergabe oder Übermittlung von Daten an Unternehmen außerhalb der Mustermann AG hat das in der Mustermann AG ansässige Unternehmen den Sachverhalt aufzuklären und den Beweis zu erbringen, dass die Stelle, die die Daten empfangen hat, nicht gegen diese Konzernrichtlinie verstoßen hat oder verantwortlich für einen entstandenen Schaden ist.;neutral
3570;Über Einzelheiten des werkspezifischen Logistikergebnisses der Mustermann AG kann der zuständige Mustermann AG Ansprechpartner Auskunft geben.;Über Einzelheiten des werkspezifischen Logistikergebnisses kann der zuständige Mustermann AG Ansprechpartner Auskunft erteilen.;neutral
3571;Bei Verstößen gegen den Verhaltenskodex kann jeder Mitarbeiter seinen Vorgesetzten oder den jeweiligen Compliance Officer informieren.;Es kann vorkommen, dass Mitarbeiter Verstöße gegen Bestimmungen des Verhaltenskodex oder gegen gesetzliche Vorschriften feststellen.;not_related
3572;Die Durchführung der Prüfungen in der Serie gemäß Produktionslenkungsplan führt der Lieferant mit geeigneten, fähigen und kalibrierten Mess- und Prüfmitteln durch, die von Art und Umfang her so auszulegen sind, dass alle vertragsgemäßen Qualitätsmerkmale geprüft werden können.;Ausgehend vom Produktionslenkungsplan stellt der Lieferant die Einhaltung aller Serienprüfungen unter Berücksichtigung der festgelegten Mess- / Prüfmittel und Stichprobenplänen sicher.;inconsistent
3573;Der Arbeitgeber bzw. dessen Beauftragter hat Maßnahmen zu treffen, damit nur Beschäftigte Zugang zu besonders gefährlichen Arbeitsbereichen haben, die zuvor geeignete Anweisungen erhalten haben.;Der Auftraggeber hat Maßnahmen zu treffen, damit nur Beschäftigte Zugang zu besonders gefährlichen Arbeitsbereichen haben, die zuvor geeignete Anweisungen erhalten haben.;not_related
3574;Die Abschaltung des elektrischen Stroms muss frühzeitig beantragt werden, so dass entsprechende Absprachen mit den Produktionsstellen rechtzeitig getroffen werden können.;Die Abschaltung des elektrischen Stromes muss frühzeitig über den Mustermann AG Auftragsverantwortlichen / Koordinator beantragt werden, so dass entsprechende Absprachen rechtzeitig mit den Produktionsstellen / mit den betroffenen Bereichen, getroffen werden können.;inconsistent
3575;Beschreibung: Der Lieferant übernimmt die komplette Versorgungsverantwortung für ein definiertes Artikelspektrum eines Werkes.;Vorhalten von Sicherheitsbeständen gemäß Vereinbarung im SLA: Beschreibung: Der Lieferant übernimmt die komplette Versorgungsverantwortung für ein definiertes Artikelspektrum eines Werkes.;neutral
3576;Die Verpackung muss Mitarbeiter oder sonstige Personen vor den von den Produkten ausgehenden Gefahren schützen (z. B. bei Gefahrgütern).;Es ist darauf zu achten, dass die Verpackung Mitarbeiter oder sonstige Personen vor den von den Produkten selbst ausgehenden Gefahren schützt (z. B. bei Gefahrgütern).;neutral
3577;Wir lehnen jegliche Form von Zwangsarbeit strikt ab.;Wir lehnen jegliche Form von Zwangsarbeit ab.;neutral
3578;Den Anweisungen der Fachabteilung ist Folge zu leisten.;Den von der Fachabteilung gegebenen Weisungen ist Folge zu leisten.;neutral
3579;Der Lieferant hat ebenfalls eine durchgängig transparente Auftragsverfolgung bei seinen Unterlieferanten sicherzustellen.;Der Lieferant hat dafür Sorge zu tragen, dass seine Unterlieferanten die Rückverfolgbarkeit von Auftragen ebenfalls entsprechend sicherstellen.;neutral
3580;Der Lieferant muss sicherstellen, dass alle Packstücke und Behälter mit einem gültigen Warenanhänger versehen sind.;Der Lieferant stellt sicher, dass alle Packstücke und Behälter mit einer gültigen Warenkennzeichnung versehen sind.;neutral
3581;Am gesamten Werksgelände herrscht Alkoholverbot.;Auf dem gesamten Werksgelände gilt ein Alkoholverbot.;neutral
3582;Außerdem nutzen unsere Mitarbeiter ihre Tätigkeit bei der Mustermann AG nicht zur Erlangung privater Vorteile.;Ebenso darf kein Mitarbeiter seine berufliche Tätigkeit zur Erlangung privater Vorteile nutzen.;neutral
3583;Erstmuster sind unter Serienbedingungen zu fertigende und zu prüfende Produkte.;Erstmuster müssen unter Serienbedingungen gefertigt werden.;inconsistent
3584;Die Norm 3222 kann durch Lastenhefte, Materialfreigabelisten (MFL) und weitere Mustermann AG Normen und Vorgabe Dokumente ergänzt werden.;Die Norm 3222 - 2 kann durch Lastenhefte, Materialfreigabelisten (MFL) und weitere Mustermann AG Normen und Vorgabe Dokumente ergänzt werden.;not_related
3585;Werkzeuge, Maschinen, Fahrzeuge und sonstige Geräte müssen deutlich als Eigentum der Fremdfirma gekennzeichnet sein.;Ebenso müssen Werkzeuge, Maschinen, Fahrzeuge und sonstige Geräte deutlich als Eigentum der Fremdfirma gekennzeichnet sein.;neutral
3586;Die Zufahrt auf Mustermann AG Standorte mit einem LKW / KFZ setzt eine gültige amtliche Fahrerlaubnis (Führerschein) voraus.;Die Zufahrt auf Mustermann AG Standorte mit einem Lkw / Kfz setzt eine gültige Einfahrerlaubnis und eine gültige amtliche Fahrerlaubnis (Führerschein) voraus.;neutral
3587;Die Mustermann AG behält sich das Recht vor, Qualitätssicherungspläne einzufordern und bei Bedarf zu ergänzen.;Die Mustermann AG behält sich das Recht vor Qualitätssicherungspläne einzufordern und bei Bedarf zu ergänzen.;neutral
3588;In gekennzeichneten Lärmbereichen muss Gehörschutz getragen werden.;In den gekennzeichneten Lärmbereichen, oder bei lärmenden Tätigkeiten, ist Gehörschutz zu tragen.;inconsistent
3589;Überprüfen Sie alle Unterlagen und Gegenstände, die zum Fahrzeug gehören, auf Vollständigkeit und geben Sie an, ob das Fahrzeug unfallfrei ist.;Überprüfen Sie alle Unterlagen und Gegenstände, die zum Fahrzeug gehören, auf Vollständigkeit.;inconsistent
3590;Der Aussteller verweist auf dem AE-Schein auf die festgelegten Schutzmaßnahmen.;Der Aussteller übernimmt die festgelegten Schutzmaßnahmen in die Arbeitsfreigabe.;not_related
3591;Personenbezogene Daten dürfen nur erhoben, verarbeitet oder genutzt werden, soweit dies rechtlich zulässig ist oder der Betroffene eingewilligt hat.;Personenbezogene Daten dürfen nur für vorher festgelegte, rechtmäßige Zwecke erhoben, verarbeitet und genutzt werden, und dies auch nur, soweit es zur Erreichung des jeweiligen Zwecks erforderlich ist.;inconsistent
3592;Der Lieferant ist nach der Übernahme der Ladungsträger vom Frachtführer für eine sachgemäße, vor Witterungseinflüssen geschützte Lagerung der Ladungsträger verantwortlich.;Der Lieferant ist nach der Übernahme des Leerguts vom Frachtführer für eine sachgemäße, vor Witterungseinflüssen geschützte Lagerung des Leergutes verantwortlich.;not_related
3593;Um dem Worst-Case Prinzip Rechnung zu tragen, ermitteln wir zu jedem Neuzugang an Vormaterialien den höchsten Einkaufspreis der letzten Monate.;Um dem worst-case-Prinzip Rechnung zu tragen, ermitteln wir zu jedem Neuzugang an Vormaterialien den höchsten Einkaufspreis der letzten Monate.;neutral
3594;Sämtliche Mess- und Prüfergebnisse sind in einem Erstmusterprüfbericht zusammenzustellen und mit der Ware mitzuliefern.;Die Mess- und Prüfergebnisse sind im Erstmusterprüfbericht zusammenzustellen und mit der Sendung mitzuliefern.;neutral
3595;Der Arbeitsbereich ist nach Abschluss der Arbeiten gereinigt zu hinterlassen.;Nach Abschluss der Arbeiten den Arbeitsbereich gründlich absaugen.;inconsistent
3596;Durch einen Produktionsprobelauf muss der Lieferant nachweisen, dass die geforderte Ausbringung realisiert werden kann.;Durch einen Produktionsprobelauf muss der Lieferant nachweisen, dass die geforderte Ausbringung realisiert Dieser kann.;neutral
3597;Schriftliche Arbeitsgenehmigungen erfolgen in Form des Arbeitserlaubnisscheines oder in einer Betriebsanweisung.;Schriftliche Arbeitsgenehmigungen erfolgen in Form des Arbeitserlaubnisscheines bzw. des Arbeitsfreigabescheines.;inconsistent
3598;Leitungsroller sind in der vorgesehenen Gebrauchslage (aufrecht auf Tragegestell stehend) zu betreiben.;Leitungsroller sind in der vorgeschriebenen Gebrauchslage (aufrecht auf Tragegestell stehend) zu betreiben.;neutral
3599;Unter Bestechung versteht man ein Angebot, ein Versprechen oder eine finanzielle oder andere Vergütung an eine Person mit öffentlichen oder privaten Verantwortlichkeiten als Anreiz oder Belohnung für eine unsachgemäße Vorgehensweise (oder eine Unterlassung, je nach Fall), die also in böser Absicht oder treuwidrig erfolgt.;Unter Bestechung versteht man einen Vorteil oder Anreiz, der mit der Absicht angeboten, versprochen oder gewährt wird, eine Person, insbesondere auch Amtsträger und Gleichgestellte, dazu zu bringen, eine pflichtwidrige Handlung vorzunehmen oder diese dafür zu belohnen, eine pflichtwidrige Handlung vorgenommen zu haben.;inconsistent
3600;Sondertransporte: Der LIEFERANT führt monatliche Aufzeichnungen über alle an die Mustermann AG durchgeführten Sonderfahrten (Anzahl, Datum, betroffene Sachnummern, Ursache).;Sondertransporte: Der LIEFERANT hat monatliche Aufzeichnungen über alle an die Mustermann AG durchgeführten Sonderfahrten zu führen (Anzahl, Datum, betroffene Sachnummern, Ursache).;neutral
3601;Beim Einsetzen der Batterie ist sicherzustellen, dass sich keine Personen im Umfeld des Batterieraums beﬁnden.;Beim Einfahren der Batterie ist sicherzustellen, dass sich keine Personen im Umfeld des Batterieraums beﬁnden.;not_related
3602;Bestimmte Strecken können nach § 57 ERegG als „ Besondere Schienenwege “ für die Nutzung von bestimmten Arten von Verkehrsleistungen ausgewiesen werden.;Bestimmte Strecken können gemäß § 57 ERegG als „ Besondere Schienenwege “ für die Nutzung durch bestimmte Arten von Verkehrsleistungen ausgewiesen werden.;neutral
3603;Das Audit soll, mit dem Fokus auf für uns hergestellte Bauteile, Möglichkeiten zur Verbesserung des QM-Systems des Lieferanten aufzeigen und die Wirksamkeit des QM-Systems zur nachhaltigen Sicherstellung der geforderten Produktqualität überprüfen.;Das Audit soll, mit dem Fokus auf für Mustermann AG hergestellte Bauteile, Möglichkeiten zur Verbesserung des QM-Systems des Lieferanten aufzeigen und die Wirksamkeit des QM-Systems zur nachhaltigen Sicherstellung der geforderten Produktqualität überprüfen.;not_related
3604;Anti-Rutsch-Matten können nach Herstellerangaben bei trockenen und nassen (nicht bei fettigen) Oberflächen einen Reibbeiwert µ = 0,6 erreichen.;Anti-Rutsch-Matten können nach Herstellerangaben bei trockenen und nassen (nicht bei fettigen) Oberflächen einen Reibbeiwert von μ = 0,6 und einen noch höheren Wert haben.;contradiction
3605;Ein Gehörschutz ist für Aufenthalte in Lärmbereichen immer mitzuführen.;In gekennzeichneten Lärmbereichen ist Gehörschutz zu tragen.;inconsistent
3606;Auftraggeber entscheidet über Freigabe und Lieferung in schriftlicher Form.;Der Auftraggeber entscheidet über Freigabe und Lieferung in schriftlicher Form.;neutral
3607;Außerdem darf beim Umgang mit Batterien nicht geraucht und kein offenes Feuer verwendet werden.;Beim Umgang mit Batterien darf nicht geraucht und kein offenes Feuer verwendet werden.;neutral
3608;Die Mustermann AG behält sich vor, vor und nach einer Lieferantenfreigabe ein Audit beim Lieferanten durchzuführen.;Die Mustermann AG behält sich vor, vor Lieferantenfreigabe ein Audit beim Lieferanten durchzuführen.;inconsistent
3609;Bei negativen Prüfergebnissen hat der Lieferant sofort jede weitere Auslieferung der Produktion zu sperren, die Fehlerursache zu überprüfen und geeignete Abstellmaßnahmen einzuleiten.;Bei negativen Prüfergebnissen hat der Lieferant unverzüglich die Qualitätssicherung des jeweiligen Mustermann AG Lieferwerks zu informieren und sofort jede weitere Auslieferung der Produkte zu sperren, die Fehlerursache zu ermitteln, geeignete Abstellmaßnahmen einzuleiten und zu dokumentieren.;inconsistent
3610;Ein externer Auftragnehmer muss vor Beginn der Arbeiten von sämtlichen seiner Arbeitnehmer inkl. Sublieferanten, die am Werksgelände des AG tätig werden, alle hierfür benötigten Unterlagen gemäß ArbeitnehmerInnenschutzgesetz (ASchG, Abschnitt 1: Allgemeine Bestimmungen, insbesondere § 14 Unterweisung) unaufgefordert vorlegen.;Ein externer Auftragnehmer (AN) muss vor Beginn der Arbeiten von sämtlichen seiner Arbeitnehmer inkl. Sublieferanten, die am Werksgelände des AG tätig werden, alle hierfür benötigten Unterlagen gemäß ArbeitnehmerInnenschutzgesetz (ASchG, Abschnitt 1: Allgemeine Bestimmungen, insbesondere § 14 Unterweisung) unaufgefordert vorlegen.;neutral
3611;Für Arbeiten, bei denen mit Absturzgefahr zu rechnen ist, sind die erforderlichen Sicherheitsmaßnahmen zu treffen (z.B. Gerüste, Sicherheitsgeschirr, Sicherheitsseile, G41 usw.).;Für Arbeiten, bei denen mit Absturzgefahr zu rechnen ist, sind die erforderlichen Sicherheitsmaßnahmen zu treffen, z.B. Gerüste aufstellen oder die Verwendung von PSA zur Absturzsicherung.;neutral
3612;Abfälle sind vorzusortieren und nach Abfallart getrennt in geeigneten, dafür bestimmten Behältern zu sammeln.;Abfälle sind in die nach Abfallart gekennzeichneten Behälter zu entsorgen.;inconsistent
3613;Der Datenschutzbeauftragte berät bei der Umsetzung der Richtlinie und prüft deren Einhaltung.;Der DSB berät bei der Umsetzung der Richtlinie und prüft deren Einhaltung.;neutral
3614;Fahrzeuge, die widerrechtlich abgestellt sind, können zu Lasten des Fahrzeugeigentümers gesperrt oder abgeschleppt werden.;Fahrzeuge, die widerrechtlich abgestellt sind, können zu Lasten des Fahrzeugeigentümers abgeschleppt werden.;inconsistent
3615;Die Geschäftsführung der Mustermann AG hat beschlossen, ein Managementsystem für Informationssicherheit (ISMS) zu etablieren.;Die Geschäftsführung der Mustermann AG hat mit Datum der Unterzeichnung eine Leitlinie Informationssicherheit beschlossen und in Kraft gesetzt.;not_related
3616;Bei Nacharbeit zur Aufrechterhaltung der Lieferbereitschaft durch die Mustermann AG oder Dritte übernimmt der Lieferant nach vorheriger Abstimmung die gesamten bei der Mustermann AG anfallenden Kosten.;Nach Gegenprüfung von der Mustermann AG oder einem von der Mustermann AG beauftragten Dritten erhält der Lieferant den Verwendungsentscheid der Erstmusterprüfung.;not_related
3617;Bei Unsicherheiten hinsichtlich des richtigen Verhaltens sollten die Mitarbeiter die Angelegenheit mit ihrem Vorgesetzten besprechen.;Die Vorgesetzten müssen dafür sorgen, dass die Mitarbeiter ihre Bedenken in gutem Glauben und ohne Angst vor Gegenbeschuldigungen vorbringen können.;not_related
3618;Die Einwilligungserklärung ist aus Beweisgründen regelmäßig schriftlich oder elektronisch einzuholen.;Die Einwilligungserklärung ist aus Beweisgründen regelmäßig schriftlich einzuholen.;inconsistent
3619;Die Mustermann AG Norm 3332 kann insgesamt referenziert werden durch Angaben der Normnummer „ Mustermann AG Norm 3332 (alle Teile) “ ohne Nennung eines Teildokuments oder es kann ein Teildokument einzeln referenziert werden, z. B. als „ Mustermann AG Norm 3332 - 7 “.;Die Mustermann AG Norm 3332 kann insgesamt referenziert werden durch Angaben der Normnummer „ Mustermann AG Norm 3332 (alle Teile) “ ohne Nennung eines Teildokuments oder es kann ein Teildokument einzeln referenziert werden, z. B. als „ Mustermann AG Norm 3332 - 2 “.;neutral
3620;Der Lieferant verpflichtet sich, die Produkte nur gemäß der vorher vereinbarten Spezifikationen zu versenden.;Der Lieferant muss gewährleisten, dass nur spezifikationsgerechte Produkte in den Versand kommen.;neutral
3621;Bei Abweichungen / Nebenabweichungen wurde ein Risiko hinsichtlich der Qualität von Kaufteilen der Mustermann AG identifiziert, der Lieferant wird aufgefordert, Abstellmaßnahmen und gegebenenfalls Sofortmaßnahmen einzuleiten und deren Umsetzung und Wirksamkeit der Mustermann AG zur Kenntnis zu geben.;Bei Feststellungen wurde ein Risiko hinsichtlich der Qualität von Mustermann AG Kaufteilen identifiziert, der Lieferant wird aufgefordert, Abstellmaßnahmen und gegebenenfalls Sofortmaßnahmen einzuleiten und deren Umsetzung und Wirksamkeit Mustermann AG zur Kenntnis zu geben.;not_related
3622;Veränderungen am Gerüst dürfen nur vom Gerüstersteller vorgenommen werden.;Nur der Gerüstersteller darf Veränderungen am Gerüst vornehmen.;neutral
3623;Der Auftragnehmer hat seinen Mitarbeitern eine geeignete persönliche Schutzausrüstung in ausreichender Menge bereit zu stellen.;Der Auftragnehmer hat eigenverantwortlich die notwendige persönliche Schutzausrüstung den eingesetzten Mitarbeitern zur Verfügung zu stellen.;inconsistent
3624;Der Auftragnehmer hat seinem Personal die erforderliche Schutzausrüstung in ausreichender Stückzahl zur Verfügung zu stellen.;Der Auftragnehmer hat eigenverantwortlich die notwendige persönliche Schutzausrüstung den eingesetzten Mitarbeitern zur Verfügung zu stellen.;inconsistent
3625;Können die Proben nicht mehr am Tag des Eingangs bearbeitet werden, werden die Proben im Kühlschrank gelagert.;Können die Proben nicht mehr am gleichen Tag des Eingangs bearbeitet werden, müssen sie bei (5 ± 3) ° C im Kühlschrank gelagert werden.;inconsistent
3626;Sollten einzelne oder mehrere Bestimmungen dieses Handbuchs ganz oder teilweise nicht rechtswirksam oder nicht durchführbar sein oder ihre Rechtswirksamkeit oder Durchführbarkeit später verlieren, wird hierdurch die Gültigkeit der übrigen Bestimmungen nicht berührt.;Sollten eine oder mehrere Bestimmungen dieses Handbuchs ganz oder teilweise nicht rechtswirksam oder nicht durchführbar sein oder ihre Rechtswirksamkeit oder Durchführbarkeit später verlieren, wird hierdurch die Gültigkeit der übrigen Bestimmungen nicht berührt.;neutral
3627;Die berechtigten Interessen des Unternehmens an der Durchführung der Kontrollmaßnahme (z. B. Einhaltung rechtlicher Bestimmungen und unternehmensinterner Regeln) müssen gegen ein mögliches schutzwürdiges Interesse des von der Maßnahme betroffenen Mitarbeiters am Ausschluss der Maßnahme abgewogen werden und dürfen nur durchgeführt werden, wenn sie angemessen sind.;Die berechtigten Interessen des Unternehmens an der Durchführung der Kontrollmaßnahme (z. B. Einhaltung rechtlicher Bestimmungen und unternehmensinterner Regeln) müssen gegen ein mögliches schutzwürdiges Interesse des von der Maßnahme betroffenen Mitarbeiters abgewogen werden und dürfen nur bei Angemessenheit durchgeführt werden.;inconsistent
3628;Falls ein Interessenkonflikt auftritt, ist es wichtig, sehr sorgfältig vorzugehen, um selbst den bloßen Anschein zu vermeiden, dass die jeweiligen Handlungen nicht im besten Interesse des Unternehmens sind.;Besteht ein Interessenkonflikt, kann die Nebentätigkeit untersagt werden, wenn berechtigte Interessen des Unternehmens dem entgegenstehen.;not_related
3629;Der Arbeitsplatz ist nach Beendigung der Arbeit sauber zu verlassen.;Nach Beendigung der Arbeiten ist der Arbeitsplatz zu reinigen.;neutral
3630;Werden bei der Identifikationsprüfung und bei den Kontrollprüfungen keine Mängel festgestellt, werden die Kunststoffdichtungsbahnen zum Einbau freigegeben.;Werden bei der Identifikationsprüfung keine Mängel festgestellt, werden die Schweißzusätze zum Einbau freigegeben.;not_related
3631;Für die Übertragung der prozessrelevanten Dateien kommt der Übertragungsweg E-Mail via SMTP (gemäß Kapitel 6) zum Einsatz.;Für die Übertragung der prozessrelevanten Dateien kommt der Übertragungsweg E-Mail via SMTP (gemäß Kapitel 5) zum Einsatz.;inconsistent
3632;Unter aktiver Korruption versteht man das Bestreben, durch die Gewährung eines Vorteils, die Entscheidung eines anderen zu beeinflussen.;Im Allgemeinen versteht man unter Korruption den Missbrauch anvertrauter Macht in einem beruflichen Umfeld zum eigenen privaten Vorteil oder zum Vorteil eines Dritten, zum Beispiel des Arbeitgebers.;not_related
3633;Für alle verantwortlichen Funktionen sind Vertretungen zu benennen.;Für alle verantwortlichen Funktionen sind, wenn möglich, Vertretungen einzurichten.;contradiction
3634;Private Sachen, die zur Arbeit nicht benötigt werden, dürfen nicht in den Betrieb mitgebracht werden.;Private Sachen, die zur Arbeit nicht benötigt werden, sollen nicht in den Betrieb mitgenommen werden.;neutral
3635;Alternativlösungen zu den Ladungssicherungsplanen müssen höherwertige Festigkeiten als die beschriebenen Ausstattungsmerkmale aufweisen.;Alternativlösungen zu den Ladungssicherungsplanen müssen höherwertige Festigkeiten als die beschriebenen Ausstattungsmerkmale aufweisen und gemäß Kap. 10.3 dokumentiert werden.;inconsistent
3636;In Produktions-, Werkstatt- und Lagerbereichen sind Sicherheitsschuhe zu tragen.;In den Produktions- und Lagerbereichen besteht die Pflicht, Sicherheitsschuhe zu tragen.;inconsistent
3637;Sollten bei Anlieferung weder Frachtbrief oder Lieferschein vorhanden sein, kann eine Rückweisung der Lieferung durch Mustermann AG erfolgen.;Sollten bei Anlieferung weder Frachtbrief noch Lieferschein vorhanden sein, kann eine Rückweisung der Lieferung durch Mustermann AG erfolgen.;neutral
3638;Lieferanten sind verpflichtet sich aktuelle Gesetze, Richtlinien und Normen selbst zu beschaffen.;Der Lieferant ist verpflichtet, sich die jeweils aktuelle Richtlinie, Gesetze und Normen selbst zu beschaffen.;neutral
3639;Die Punkte Umweltverträglichkeit und Wiederverwendbarkeit müssen bei der Auswahl von der Verpackung mit berücksichtigt werden.;Die Punkte Umweltverträglichkeit und Wiederverwendbarkeit müssen bei der Auswahl von der Verpackung mitberücksichtigt werden.;neutral
3640;An allen Arbeitsplätzen und Verkehrswegen, bei denen Absturzgefahr besteht oder die an absturzgefährdete Bereiche angrenzen, müssen ständig Absturzsicherungen vorhanden sein.;An allen Arbeitsplätzen und Verkehrswegen, bei denen Absturzgefahr besteht (z. B. wenn sie mehr als 1,00 m über dem Boden liegen) oder die an absturzgefährdete Bereiche angrenzen, müssen ständig Absturzsicherungen vorhanden sein.;neutral
3641;Sondermaßnahmen (z. B. Sonderfreigabe für eine bestimmte Losgröße) sind auf dem EMPB dokumentiert.;Sondermaßnahmen (z. B. Sonderfreigabe für eine bestimmte Losgröße) werden schriftlich mit der bedingten Freigabe dokumentiert.;neutral
3642;Die Sicherheit und Gesundheit der Mitarbeiter aller beteiligten Firmen darf zu keinem Zeitpunkt beeinträchtigt werden, insbesondere muss eine gegenseitige Gefährdung ausgeschlossen sein.;Die Sicherheit und Gesundheit unserer Mitarbeiter sowie der Mitarbeiter aller beteiligten Firmen darf zu keinem Zeitpunkt beeinträchtigt werden, insbesondere muss eine gegenseitige Gefährdung ausgeschlossen sein.;inconsistent
3643;Der Lieferant hat Maßnahmen zu ergreifen, um eine kontinuierliche Materialversorgung zu gewährleisten.;Der Lieferant muss Maßnahmen ergreifen, um eine kontinuierliche Materialversorgung zu gewährleisten.;neutral
3644;Alle Baustellenbereiche sind deshalb während des gesamten Zeitraumes zu sichern und nach Baustellenordnung zu kennzeichnen.;Alle Baustellenbereiche / Arbeitsbereiche sind deshalb während des gesamten Zeitraums zu sichern.;inconsistent
3645;Für Produkte lieferanteneigener Konstruktion hat der Lieferant die Baugruppe zu bemustern und vorzustellen.;Für Produkte lieferanteneigener Konstruktionen hat der Lieferant die Baugruppe zu bemustern und der Mustermann AG vorzustellen.;inconsistent
3646;Der Anwender kann einen Beladeplan erstellen, indem er Ladungen auf einer definierbaren Ladefläche platziert.;Anwenderinnen und Anwender können einen Beladeplan erstellen, indem sie Ladungen auf einer definierbaren Ladefläche platzieren.;neutral
3647;Das Unternehmen verpflichtet sich, die Grundsätze der international anerkannten Menschenrechte einzuhalten und internationale Anstrengungen zur Förderung und zum Schutz der Menschenrechte zu unterstützen, einschließlich der Bestimmungen des UK Modern Slavery Act und anderer bewährter Verfahrensweisen, die das Unternehmen regelmäßig ermittelt.;Das Unternehmen unterstützt, dass Menschenrechte basierend auf akzeptierten internationalen Gesetzen und Verfahren von den Beschäftigten als allgemein gültig erachtet werden.;inconsistent
3648;Darüber hinaus können in begründeten Ausnahmefällen mit den für die Serienfreigabe zuständigen Mitarbeitern des abnehmenden Mustermann AG Standortes abweichende Regelungen getroffen werden.;In begründeten Ausnahmefällen können mit den für die Serienfreigabe zuständigen Mitarbeitern des abnehmenden Mustermann AG Standortes abweichende Regelungen getroffen werden.;neutral
3649;Öffnen vorhandener Kabeltrassen: Die Abdeckplatten und die darunter liegende Sandabdeckung sind von Hand zu entfernen im Beisein des SIPO (für Erdkabel).;Öffnen vorhandener Kabeltrassen: Die Abdeckplatten und die darunter liegende Sandabdeckung sind von Hand zu entfernen.;inconsistent
